id	well	plate	total_reads	coverage	genecounts	RNAreseq	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch
106_B11	B11	106	2226606	0.403993	1618528	no	1	2	2	2	2	1	4	23
106_B12	B12	106	1929844	0.380121	3104376	no	1	2	2	2	2	1	4	23
106_B2	B2	106	7896160	1.95646	4496244	no	1	2	2	2	2	1	4	23
106_B7	B7	106	31345238	14.6142	5820153	no	1	2	2	2	2	1	4	23
106_B8	B8	106	2840516	0.493131	5044834	no	1	2	2	2	2	1	4	23
106_B9	B9	106	19437652	7.01942	2741071	no	1	2	2	2	2	1	4	23
106_C10	C10	106	4177224	1.16886	2470129	no	1	2	2	2	2	1	4	23
106_C12	C12	106	16716870	6.67619	1899365	no	1	2	2	2	2	1	4	23
106_A10	A10	106	12873536	2.15161	3171422	no	1	2	2	2	2	1	4	23
106_C4	C4	106	29994442	14.2396	5448598	no	1	2	2	2	2	1	4	23
106_C6	C6	106	26120130	9.92396	7037500	no	1	2	2	2	2	1	4	23
106_C7	C7	106	21028648	5.98629	554163	no	1	2	2	2	2	1	4	23
106_C8	C8	106	2546818	0.457134	5836522	no	1	2	2	2	2	1	4	23
106_D10	D10	106	2004442	0.396724	3735924	no	1	2	2	2	2	1	4	23
106_D11	D11	106	11648178	2.20742	2785170	no	1	2	2	2	2	1	4	23
106_D2	D2	106	26975998	13.7395	4251112	no	1	2	2	2	2	1	4	23
106_D3	D3	106	10256572	3.18523	4158222	no	1	2	2	2	2	1	4	23
106_D6	D6	106	29214184	14.3143	3694692	no	1	2	2	2	2	1	4	23
106_D8	D8	106	1997406	0.398187	3142219	no	1	2	2	2	2	1	4	23
106_A11	A11	106	13001962	2.51374	4763496	no	1	2	2	2	2	1	4	23
106_E10	E10	106	37292730	19.1782	2642478	no	1	2	2	2	2	1	4	23
106_E11	E11	106	21418952	6.88708	3559336	no	1	2	2	2	2	1	4	23
106_E12	E12	106	21226604	8.96622	1056855	no	1	2	2	2	2	1	4	23
106_E4	E4	106	18900136	6.95893	4223642	no	1	2	2	2	2	1	4	23
106_E5	E5	106	17971914	4.5577	5398262	no	1	2	2	2	2	1	4	23
106_E6	E6	106	28714446	12.0513	3789972	no	1	2	2	2	2	1	4	23
106_E7	E7	106	13608532	2.95951	1384697	no	1	2	2	2	2	1	4	23
106_F12	F12	106	15939126	4.68393	1292153	no	1	2	2	2	2	1	4	23
106_F3	F3	106	13331818	3.63277	5369923	no	1	2	2	2	2	1	4	23
106_A2	A2	106	28752922	14.792	5743620	no	1	2	2	2	2	1	4	23
106_F4	F4	106	15687698	6.7429	1903502	no	1	2	2	2	2	1	4	23
106_F5	F5	106	2015962	0.420518	3273677	no	1	2	2	2	2	1	4	23
106_F7	F7	106	22244246	9.1211	1301199	no	1	2	2	2	2	1	4	23
106_F8	F8	106	2024774	0.466384	3301427	no	1	2	2	2	2	1	4	23
106_G12	G12	106	24244324	12.2447	3414152	no	1	2	2	2	2	1	4	23
106_G4	G4	106	30274322	15.2567	5269211	no	1	2	2	2	2	1	4	23
106_G5	G5	106	3968374	0.768691	5633578	no	1	2	2	2	2	1	4	23
106_G6	G6	106	22051428	5.56383	7759546	no	1	2	2	2	2	1	4	23
106_G7	G7	106	29241996	15.0711	5088885	no	1	2	2	2	2	1	4	23
106_G8	G8	106	2215376	0.416882	1667304	no	1	2	2	2	2	1	4	23
106_A3	A3	106	6032562	2.13596	1659386	no	1	2	2	2	2	1	4	23
106_G9	G9	106	28056164	14.7031	893197	no	1	2	2	2	2	1	4	23
106_H11	H11	106	2290246	0.407168	1427558	no	1	2	2	2	2	1	4	23
106_H12	H12	106	31996088	15.8589	588607	no	1	2	2	2	2	1	4	23
106_H2	H2	106	2552732	0.36703	6595774	no	1	2	2	2	2	1	4	23
106_H3	H3	106	14652574	2.79892	5033911	no	1	2	2	2	2	1	4	23
106_H4	H4	106	31414680	15.9447	4940701	no	1	2	2	2	2	1	4	23
106_H8	H8	106	24668686	9.25419	4020489	no	1	2	2	2	2	1	4	23
106_A4	A4	106	15619126	3.89294	3415943	no	1	2	2	2	2	1	4	23
106_A7	A7	106	29047102	12.9565	6084245	no	1	2	2	2	2	1	4	23
106_A8	A8	106	1937780	0.361898	4681410	no	1	2	2	2	2	1	4	23
106_B10	B10	106	22298762	9.38438	4404247	no	1	2	2	2	2	1	4	23
108_A3	A3	108	9166752	4.08447	4842772	no	1	1	1	1	1	2	5	23
108_A4	A4	108	13842430	5.91625	10542951	no	1	1	1	1	1	2	5	23
108_A5	A5	108	14349976	4.78191	9674694	no	1	1	1	1	1	2	5	23
108_A6	A6	108	16172298	5.5483	4029974	no	1	1	1	1	1	2	5	23
108_A7	A7	108	21911298	4.38881	4676656	no	1	1	1	1	1	2	5	23
108_B3	B3	108	11943120	4.624	6510896	no	1	1	1	1	1	2	5	23
108_B5	B5	108	12621376	4.45459	5464730	no	1	1	1	1	1	2	5	23
108_B6	B6	108	11614200	4.10032	3373385	no	1	1	1	1	1	2	5	23
108_B7	B7	108	12857516	4.35607	4831982	no	1	1	1	1	1	2	5	23
108_C1	C1	108	9081804	4.33398	6478340	no	1	1	1	1	1	2	5	23
108_C3	C3	108	10159842	4.03199	6399569	no	1	1	1	1	1	2	5	23
108_C5	C5	108	11950804	4.203	7981750	no	1	1	1	1	1	2	5	23
108_C8	C8	108	11869054	4.35952	3172240	no	1	1	1	1	1	2	5	23
108_D1	D1	108	9434866	4.32232	2872235	no	1	1	1	1	1	2	5	23
108_D3	D3	108	10179318	4.13137	5778212	no	1	1	1	1	1	2	5	23
108_D4	D4	108	10457750	4.62434	5673951	no	1	1	1	1	1	2	5	23
108_D7	D7	108	12069370	4.04798	3862056	no	1	1	1	1	1	2	5	23
108_E3	E3	108	10242710	4.2339	5243094	no	1	1	1	1	1	2	5	23
108_E7	E7	108	12267704	4.59784	1715868	no	1	1	1	1	1	2	5	23
108_F2	F2	108	10765794	4.21573	6723575	no	1	1	1	1	1	2	5	23
108_F3	F3	108	13524848	5.785	5851006	no	1	1	1	1	1	2	5	23
108_G1	G1	108	10451540	4.7795	11383052	no	1	1	1	1	1	2	5	23
108_G2	G2	108	10202682	4.62203	6258884	no	1	1	1	1	1	2	5	23
108_A11	A11	108	9870438	1.78008	4448983	no	1	1	1	1	1	2	5	23
108_A9	A9	108	7278756	0.438841	4392238	no	1	1	1	1	1	2	5	23
108_B10	B10	108	14098818	4.13442	2800796	no	1	1	1	1	1	2	5	23
108_B11	B11	108	12888020	3.75329	1244835	no	1	1	1	1	1	2	5	23
108_B12	B12	108	11726154	3.99338	4373834	no	1	1	1	1	1	2	5	23
108_B4	B4	108	41704256	3.72207	10499779	no	1	1	1	1	1	2	5	23
108_B8	B8	108	12446308	4.0407	4781469	no	1	1	1	1	1	2	5	23
108_B9	B9	108	10699140	3.28023	1181968	no	1	1	1	1	1	2	5	23
108_C10	C10	108	45297780	6.15583	3149372	no	1	1	1	1	1	2	5	23
108_C12	C12	108	44474904	5.2373	2855434	no	1	1	1	1	1	2	5	23
108_C9	C9	108	11128186	3.95472	2258475	no	1	1	1	1	1	2	5	23
108_D10	D10	108	57169968	5.24419	3800831	yes	1	1	4	1	1	2	5	23
108_D11	D11	108	53888014	5.07343	2518061	no	1	1	1	1	1	2	5	23
108_D12	D12	108	7506980	1.6148	2527119	no	1	1	1	1	1	2	5	23
108_D5	D5	108	11798022	3.8982	6416291	no	1	1	1	1	1	2	5	23
108_D6	D6	108	14365328	2.83028	2281012	no	1	1	1	1	1	2	5	23
108_D8	D8	108	11350102	4.25169	3937474	no	1	1	1	1	1	2	5	23
108_E10	E10	108	11150574	3.42082	5029921	no	1	1	1	1	1	2	5	23
108_E11	E11	108	10964700	4.22735	2712058	no	1	1	1	1	1	2	5	23
108_E4	E4	108	11544310	4.48702	7487264	no	1	1	1	1	1	2	5	23
108_E5	E5	108	12154918	3.67603	7540264	no	1	1	1	1	1	2	5	23
108_E6	E6	108	10425666	3.60965	1589364	no	1	1	1	1	1	2	5	23
108_E8	E8	108	50566990	3.75436	7558925	no	1	1	1	1	1	2	5	23
108_E9	E9	108	41734414	4.31593	2146653	yes	1	1	4	1	1	2	5	23
108_F10	F10	108	49444740	4.59352	3207757	no	1	1	1	1	1	2	5	23
108_F1	F1	108	4898022	1.87167	2271549	no	1	1	1	1	1	2	5	23
108_F5	F5	108	12039490	4.25072	8885888	no	1	1	1	1	1	2	5	23
108_F6	F6	108	56390426	4.23889	6958965	no	1	1	1	1	1	2	5	23
108_F7	F7	108	18968696	1.16597	1015105	no	1	1	1	1	1	2	5	23
108_F9	F9	108	51822832	4.75678	1024477	no	1	1	1	1	1	2	5	23
108_G10	G10	108	48632470	3.4002	4224148	no	1	1	1	1	1	2	5	23
108_G11	G11	108	13844956	3.79059	2131008	no	1	1	1	1	1	2	5	23
108_G3	G3	108	12391880	4.11579	3407285	yes	1	1	4	1	1	2	5	23
108_G4	G4	108	12829732	3.74129	10754642	no	1	1	1	1	1	2	5	23
108_G5	G5	108	16979092	3.23478	7151912	no	1	1	1	1	1	2	5	23
108_G6	G6	108	17020726	3.98353	5353878	no	1	1	1	1	1	2	5	23
108_G7	G7	108	13646372	4.02412	5152873	no	1	1	1	1	1	2	5	23
108_G8	G8	108	14400870	3.92804	1379967	no	1	1	1	1	1	2	5	23
108_H8	H8	108	12616534	2.35971	4219713	no	1	1	1	1	1	2	5	23
109_A4	A4	109	31483814	5.50663	3594000	no	1	3	2	1	1	2	5	23
109_B11	B11	109	27263262	6.13367	2635599	no	1	3	2	1	1	2	5	23
109_B4	B4	109	32664650	5.57553	3671770	no	1	3	2	1	1	2	5	23
109_C3	C3	109	24844162	4.13556	2149998	no	1	3	2	1	1	2	5	23
109_C5	C5	109	30332192	4.05737	3563227	no	1	3	2	1	1	2	5	23
109_D2	D2	109	24093462	4.70878	2806096	no	1	3	2	1	1	2	5	23
109_E2	E2	109	19945702	4.24306	2525555	no	1	3	2	1	1	2	5	23
109_F11	F11	109	30693336	5.07396	2402180	no	1	3	2	1	1	2	5	23
109_F12	F12	109	17275050	2.16383	540212	no	1	3	2	1	1	2	5	23
109_F8	F8	109	29683808	6.20043	2693963	no	1	3	2	1	1	2	5	23
109_G2	G2	109	28966224	6.12564	2693122	no	1	3	2	1	1	2	5	23
109_G3	G3	109	28987824	5.84129	4494812	no	1	3	2	1	1	2	5	23
109_G4	G4	109	28430036	6.51651	3944199	no	1	3	2	1	1	2	5	23
109_H11	H11	109	32135678	9.85971	3281409	no	1	3	2	1	1	2	5	23
109_H3	H3	109	20779350	4.73822	3589590	no	1	3	2	1	1	2	5	23
109_A10	A10	109	25490530	4.06591	5501571	no	1	3	2	1	1	2	5	23
109_A6	A6	109	25783526	4.79875	4711134	no	1	3	2	1	1	2	5	23
109_B12	B12	109	29074998	4.54517	2850446	no	1	3	2	1	1	2	5	23
109_B1	B1	109	23591768	3.2148	4848663	no	1	3	2	1	1	2	5	23
109_B5	B5	109	25561388	4.68371	3153181	no	1	3	2	1	1	2	5	23
109_B6	B6	109	25506264	3.88671	2505301	no	1	3	2	1	1	2	5	23
109_B8	B8	109	64647056	8.45373	2944051	no	1	3	2	1	1	2	5	23
109_C10	C10	109	9390074	0.948474	3110779	no	1	3	2	1	1	2	5	23
109_C11	C11	109	13927962	4.01043	1945084	no	1	3	2	1	1	2	5	23
109_C4	C4	109	39374950	4.89369	4785807	no	1	3	2	1	1	2	5	23
109_D12	D12	109	19528338	3.96108	9732996	yes	1	3	4	1	1	2	5	23
109_D3	D3	109	17773350	4.33628	2341304	no	1	3	2	1	1	2	5	23
109_D7	D7	109	1773804	0.296842	4786858	no	1	3	2	1	1	2	5	23
109_D9	D9	109	22006496	0.904988	3222066	no	1	3	2	1	1	2	5	23
109_E10	E10	109	15068190	5.39109	3862486	no	1	3	2	1	1	2	5	23
109_E6	E6	109	28615880	1.26057	2249516	no	1	3	2	1	1	2	5	23
109_E8	E8	109	117258766	5.53986	2412334	no	1	3	2	1	1	2	5	23
109_F4	F4	109	13606546	2.78429	3461942	no	1	3	2	1	1	2	5	23
109_F6	F6	109	23075158	4.58437	2918759	no	1	3	2	1	1	2	5	23
109_G11	G11	109	24626680	1.19525	3146364	no	1	3	2	1	1	2	5	23
109_G7	G7	109	17641800	0.910388	4276667	no	1	3	2	1	1	2	5	23
109_H10	H10	109	6437994	1.96734	2824585	no	1	3	2	1	1	2	5	23
109_H5	H5	109	61943194	8.45467	5168760	no	1	3	2	1	1	2	5	23
109_H6	H6	109	144470246	6.9525	5673330	no	1	3	2	1	1	2	5	23
109_H8	H8	109	25242696	4.3637	4856489	no	1	3	2	1	1	2	5	23
109_H9	H9	109	5058344	0.520116	4131089	no	1	3	2	1	1	2	5	23
109_C6	C6	109	30330256	4.85208	4561518	yes	1	3	5	1	1	2	5	23
109_D4	D4	109	25808640	4.65343	5278986	yes	1	3	5	1	1	2	5	23
109_D6	D6	109	18021686	3.59675	5356016	yes	1	3	5	1	1	2	5	23
109_E11	E11	109	19481752	5.11638	6863138	yes	1	3	5	1	1	2	5	23
109_E4	E4	109	58496742	3.39918	3680366	yes	1	3	5	1	1	2	5	23
109_G6	G6	109	33509110	4.08736	2387792	yes	1	3	5	1	1	2	5	23
111_B5	B5	111	8436838	4.55037	3086128	no	1	3	2	1	3	1	5	23
111_C3	C3	111	7655418	4.17982	2940882	no	1	3	2	1	3	1	5	23
111_C4	C4	111	8751946	4.72062	4858082	no	1	3	2	1	3	1	5	23
111_C5	C5	111	10396542	5.39727	6661831	no	1	3	2	1	3	1	5	23
111_C6	C6	111	8660412	4.66842	2143834	no	1	3	2	1	3	1	5	23
111_D10	D10	111	7768556	4.06804	5230836	no	1	3	2	1	3	1	5	23
111_D11	D11	111	7513358	4.05663	5617955	no	1	3	2	1	3	1	5	23
111_D6	D6	111	7436854	4.07388	2058562	no	1	3	2	1	3	1	5	23
111_D7	D7	111	8126944	4.27777	4278752	no	1	3	2	1	3	1	5	23
111_A1	A1	111	7534014	4.22469	3896189	no	1	3	2	1	3	1	5	23
111_E5	E5	111	9935528	5.24528	5044269	no	1	3	2	1	3	1	5	23
111_E6	E6	111	7645060	4.28858	2003880	no	1	3	2	1	3	1	5	23
111_E7	E7	111	7965838	4.33572	4203254	no	1	3	2	1	3	1	5	23
111_E8	E8	111	9033002	4.38354	5383828	no	1	3	2	1	3	1	5	23
111_A2	A2	111	7975774	4.38271	2388524	no	1	3	2	1	3	1	5	23
111_E9	E9	111	7609698	4.2496	3187990	no	1	3	2	1	3	1	5	23
111_F1	F1	111	2599584	1.41736	511952	no	1	3	2	1	3	1	5	23
111_F3	F3	111	8559088	4.65946	2102832	no	1	3	2	1	3	1	5	23
111_G4	G4	111	8325722	4.41709	2340175	no	1	3	2	1	3	1	5	23
111_A4	A4	111	7471790	4.16921	4078786	no	1	3	2	1	3	1	5	23
111_G5	G5	111	8471828	4.43118	3368701	no	1	3	2	1	3	1	5	23
111_A6	A6	111	7891094	4.2689	4278047	no	1	3	2	1	3	1	5	23
111_A7	A7	111	7412544	4.03459	6022578	no	1	3	2	1	3	1	5	23
111_A8	A8	111	8744280	4.60454	7472450	no	1	3	2	1	3	1	5	23
111_A9	A9	111	8413240	3.01939	5752428	no	1	3	2	1	3	1	5	23
111_B12	B12	111	8051562	2.26221	3708330	no	1	3	2	1	3	1	5	23
111_B1	B1	111	8508092	4.7347	4586013	no	1	3	2	1	3	1	5	23
111_B2	B2	111	10240096	5.27546	2685655	no	1	3	2	1	3	1	5	23
111_B3	B3	111	8186940	4.58775	2543138	no	1	3	2	1	3	1	5	23
111_B8	B8	111	18342424	1.45161	5515941	no	1	3	2	1	3	1	5	23
111_B9	B9	111	8568752	4.47784	2466741	no	1	3	2	1	3	1	5	23
111_C1	C1	111	8096190	4.40596	3119526	no	1	3	2	1	3	1	5	23
111_C7	C7	111	7384466	3.63815	3692172	no	1	3	2	1	3	1	5	23
111_C8	C8	111	9204858	4.63111	1901831	no	1	3	2	1	3	1	5	23
111_C9	C9	111	8492798	4.4483	3591172	no	1	3	2	1	3	1	5	23
111_D12	D12	111	10366166	4.40215	4751058	no	1	3	2	1	3	1	5	23
111_D2	D2	111	8123538	4.32842	3388724	no	1	3	2	1	3	1	5	23
111_D3	D3	111	8416058	4.47592	4674453	no	1	3	2	1	3	1	5	23
111_D5	D5	111	7877540	4.25219	5027091	no	1	3	2	1	3	1	5	23
111_D8	D8	111	8935720	4.5774	3496433	no	1	3	2	1	3	1	5	23
111_E10	E10	111	9355440	4.44478	5592890	no	1	3	2	1	3	1	5	23
111_E11	E11	111	7309232	3.81937	4297398	no	1	3	2	1	3	1	5	23
111_E12	E12	111	10021842	4.75936	3480706	no	1	3	2	1	3	1	5	23
111_E2	E2	111	8521906	4.50909	2388643	no	1	3	2	1	3	1	5	23
111_E4	E4	111	8420592	4.48485	2106525	no	1	3	2	1	3	1	5	23
111_F2	F2	111	7327044	3.82978	2769693	no	1	3	2	1	3	1	5	23
111_F4	F4	111	8360530	4.47405	2720692	no	1	3	2	1	3	1	5	23
111_F5	F5	111	8885462	4.69082	2077917	no	1	3	2	1	3	1	5	23
111_F6	F6	111	11480716	3.884	2298909	no	1	3	2	1	3	1	5	23
111_A3	A3	111	5453094	3.23987	10190134	yes	1	3	4	1	3	1	5	23
111_F7	F7	111	8566520	4.36012	2810073	no	1	3	2	1	3	1	5	23
111_F8	F8	111	8525684	4.62077	2439561	no	1	3	2	1	3	1	5	23
111_F9	F9	111	8888748	4.65392	3111086	no	1	3	2	1	3	1	5	23
111_G6	G6	111	9855518	2.96983	1969710	no	1	3	2	1	3	1	5	23
111_H2	H2	111	8977540	4.69987	2244325	no	1	3	2	1	3	1	5	23
111_A5	A5	111	9801046	3.20155	3927991	no	1	3	2	1	3	1	5	23
111_H6	H6	111	11079964	3.84961	2719380	yes	1	3	4	1	3	1	5	23
111_C11	C11	111	7465270	3.84681	5045598	yes	1	3	5	1	3	1	5	23
111_D4	D4	111	7081830	3.83249	4213815	yes	1	3	5	1	3	1	5	23
111_F12	F12	111	9102956	4.02095	4679107	yes	1	3	5	1	3	1	5	23
111_G11	G11	111	19733840	1.6885	4790588	yes	1	3	5	1	3	1	5	23
111_G2	G2	111	8587760	4.46296	2841737	yes	1	3	5	1	3	1	5	23
111_G3	G3	111	8898790	4.88853	1842945	yes	1	3	5	1	3	1	5	23
111_H11	H11	111	7832986	3.76461	2729901	yes	1	3	5	1	3	1	5	23
111_H1	H1	111	4011282	2.04624	2868354	yes	1	3	5	1	3	1	5	23
111_H3	H3	111	7974350	4.39657	2744112	yes	1	3	5	1	3	1	5	23
111_H4	H4	111	8996556	4.4772	2159321	yes	1	3	5	1	3	1	5	23
111_H5	H5	111	7680778	4.20666	2763464	yes	1	3	5	1	3	1	5	23
111_H8	H8	111	7036000	4.03623	3133634	yes	1	3	5	1	3	1	5	23
111_B10	B10	111	9234798	2.73486	3264908	yes	1	3	5	1	3	1	5	23
111_B11	B11	111	8605602	3.12764	2635607	yes	1	3	5	1	3	1	5	23
111_B6	B6	111	8246618	4.59397	4900966	yes	1	3	5	1	3	1	5	23
112_A6	A6	112	13278384	7.76858	4750333	no	1	2	3	3	4	1	5	23
112_A5	A5	112	12546540	7.46273	2480284	no	1	2	3	3	4	1	5	23
112_A4	A4	112	5701820	3.16069	3558539	no	1	2	3	3	4	1	5	23
112_B3	B3	112	11826554	6.87328	3263439	no	1	2	3	3	4	1	5	23
112_B2	B2	112	6707796	4.01069	2662996	no	1	2	3	3	4	1	5	23
112_B1	B1	112	9818356	5.72606	3388230	no	1	2	3	3	4	1	5	23
112_B12	B12	112	11465414	7.00229	3422985	no	1	2	3	3	4	1	5	23
112_B11	B11	112	10752098	6.02715	4876187	no	1	2	3	3	4	1	5	23
112_B10	B10	112	11454466	6.72891	5487677	no	1	2	3	3	4	1	5	23
112_B9	B9	112	12731024	7.51223	1086093	no	1	2	3	3	4	1	5	23
112_A3	A3	112	11444728	6.92469	1685782	no	1	2	3	3	4	1	5	23
112_B8	B8	112	13615958	7.80588	5091461	no	1	2	3	3	4	1	5	23
112_B7	B7	112	13417978	7.865	1318855	no	1	2	3	3	4	1	5	23
112_B6	B6	112	13635660	8.14902	4394638	no	1	2	3	3	4	1	5	23
112_B5	B5	112	14014702	7.96806	1768812	no	1	2	3	3	4	1	5	23
112_B4	B4	112	11685996	6.76541	2139377	no	1	2	3	3	4	1	5	23
112_C3	C3	112	9032150	5.62481	1403927	no	1	2	3	3	4	1	5	23
112_C2	C2	112	8389698	5.4038	2821594	no	1	2	3	3	4	1	5	23
112_C1	C1	112	11747112	7.21596	609657	no	1	2	3	3	4	1	5	23
112_C12	C12	112	10664486	6.54117	3200548	no	1	2	3	3	4	1	5	23
112_C11	C11	112	6888276	4.23429	1457031	no	1	2	3	3	4	1	5	23
112_A2	A2	112	11167070	6.77269	3719810	no	1	2	3	3	4	1	5	23
112_C10	C10	112	11766830	6.90582	3786867	no	1	2	3	3	4	1	5	23
112_C9	C9	112	12580270	7.21246	2155801	no	1	2	3	3	4	1	5	23
112_C8	C8	112	15249922	8.69446	2912759	no	1	2	3	3	4	1	5	23
112_C7	C7	112	13728676	8.08118	549981	no	1	2	3	3	4	1	5	23
112_C6	C6	112	14136644	8.49059	3225017	no	1	2	3	3	4	1	5	23
112_C5	C5	112	13141376	7.60619	716237	no	1	2	3	3	4	1	5	23
112_D3	D3	112	12767522	7.38203	1778797	no	1	2	3	3	4	1	5	23
112_D2	D2	112	12442388	7.3141	1452887	no	1	2	3	3	4	1	5	23
112_D1	D1	112	12499160	7.35638	2411732	no	1	2	3	3	4	1	5	23
112_D11	D11	112	7054526	4.15059	3469869	no	1	2	3	3	4	1	5	23
112_D10	D10	112	8440196	5.07786	980795	no	1	2	3	3	4	1	5	23
112_D9	D9	112	9176384	5.34416	2421390	no	1	2	3	3	4	1	5	23
112_D8	D8	112	12485278	7.55592	3884460	no	1	2	3	3	4	1	5	23
112_D7	D7	112	13179880	7.89968	1962281	no	1	2	3	3	4	1	5	23
112_D6	D6	112	14247856	8.49905	2499013	no	1	2	3	3	4	1	5	23
112_D5	D5	112	11261504	6.79372	1991445	no	1	2	3	3	4	1	5	23
112_D4	D4	112	14911220	8.50273	1713934	no	1	2	3	3	4	1	5	23
112_E3	E3	112	12307396	6.91657	2268376	no	1	2	3	3	4	1	5	23
112_A12	A12	112	12346944	6.99689	4356855	no	1	2	3	3	4	1	5	23
112_E2	E2	112	10821456	6.34376	1917780	no	1	2	3	3	4	1	5	23
112_E12	E12	112	10888014	6.58216	3301456	no	1	2	3	3	4	1	5	23
112_E11	E11	112	9815492	6.01943	5734033	no	1	2	3	3	4	1	5	23
112_E10	E10	112	12560142	7.2661	4586455	no	1	2	3	3	4	1	5	23
112_E9	E9	112	11105342	6.65932	2140366	no	1	2	3	3	4	1	5	23
112_E8	E8	112	14096352	8.26632	2160317	no	1	2	3	3	4	1	5	23
112_E5	E5	112	14138338	8.06685	2054934	no	1	2	3	3	4	1	5	23
112_A11	A11	112	12117668	7.07683	4377866	no	1	2	3	3	4	1	5	23
112_E4	E4	112	11291596	6.69574	2219041	no	1	2	3	3	4	1	5	23
112_F3	F3	112	11813008	7.05868	2531137	no	1	2	3	3	4	1	5	23
112_F2	F2	112	12296084	7.21387	6147766	no	1	2	3	3	4	1	5	23
112_F12	F12	112	4399648	2.62577	4339449	no	1	2	3	3	4	1	5	23
112_F11	F11	112	10064380	6.06539	4153577	no	1	2	3	3	4	1	5	23
112_F10	F10	112	12283596	7.3133	2967991	no	1	2	3	3	4	1	5	23
112_F9	F9	112	9927032	5.95247	1654722	no	1	2	3	3	4	1	5	23
112_F8	F8	112	12050580	7.27315	1180564	no	1	2	3	3	4	1	5	23
112_F7	F7	112	14341220	8.39449	1597389	no	1	2	3	3	4	1	5	23
112_A10	A10	112	6216980	4.14609	6382698	no	1	2	3	3	4	1	5	23
112_F6	F6	112	12797566	7.61453	1861561	no	1	2	3	3	4	1	5	23
112_F5	F5	112	12238740	7.48328	2309666	no	1	2	3	3	4	1	5	23
112_F4	F4	112	12757646	7.51355	1592649	no	1	2	3	3	4	1	5	23
112_G3	G3	112	13901722	8.17717	3505874	no	1	2	3	3	4	1	5	23
112_G1	G1	112	11591814	6.92416	1187741	no	1	2	3	3	4	1	5	23
112_G12	G12	112	10411754	6.24401	6415135	no	1	2	3	3	4	1	5	23
112_G11	G11	112	11709016	6.73304	1280335	no	1	2	3	3	4	1	5	23
112_G10	G10	112	11896122	7.21104	1906967	no	1	2	3	3	4	1	5	23
112_G9	G9	112	12261954	7.0544	793111	no	1	2	3	3	4	1	5	23
112_A9	A9	112	12435682	7.41609	6207012	no	1	2	3	3	4	1	5	23
112_G8	G8	112	13896048	8.1837	2611811	no	1	2	3	3	4	1	5	23
112_G7	G7	112	15354924	8.78159	1242527	no	1	2	3	3	4	1	5	23
112_G6	G6	112	12865656	7.82282	3308370	no	1	2	3	3	4	1	5	23
112_G5	G5	112	12988722	7.88988	1620731	no	1	2	3	3	4	1	5	23
112_G4	G4	112	9663308	5.97849	2697464	no	1	2	3	3	4	1	5	23
112_H3	H3	112	13466194	7.61265	3267883	no	1	2	3	3	4	1	5	23
112_H2	H2	112	13955542	8.2548	6954887	no	1	2	3	3	4	1	5	23
112_H11	H11	112	11723998	7.25869	2514849	no	1	2	3	3	4	1	5	23
112_A8	A8	112	13284274	7.87095	3916483	no	1	2	3	3	4	1	5	23
112_H10	H10	112	10636136	6.36091	3615001	no	1	2	3	3	4	1	5	23
112_H9	H9	112	14982946	8.99238	1326562	no	1	2	3	3	4	1	5	23
112_H8	H8	112	12616932	7.62855	3351158	no	1	2	3	3	4	1	5	23
112_H7	H7	112	18209786	10.8654	4246439	no	1	2	3	3	4	1	5	23
112_H6	H6	112	22968220	12.1789	4123074	no	1	2	3	3	4	1	5	23
112_H5	H5	112	15130004	9.20683	5777691	no	1	2	3	3	4	1	5	23
112_H4	H4	112	16371758	9.58883	5074574	no	1	2	3	3	4	1	5	23
112_A7	A7	112	16236716	9.30735	4935774	no	1	2	3	3	4	1	5	23
113_A8	A8	113	21486950	10.0527	3753517	no	1	2	2	2	2	1	5	23
113_B10	B10	113	20882282	9.41166	5470215	no	1	2	2	2	2	1	5	23
113_B11	B11	113	23363396	10.8441	3866587	no	1	2	2	2	2	1	5	23
113_B4	B4	113	14349442	4.50766	6067366	no	1	2	2	2	2	1	5	23
113_B6	B6	113	19610058	8.26603	7520047	no	1	2	2	2	2	1	5	23
113_B7	B7	113	16340820	5.6396	7309495	no	1	2	2	2	2	1	5	23
113_A10	A10	113	13004106	4.13526	6460641	no	1	2	2	2	2	1	5	23
113_C10	C10	113	11917008	5.21083	3226180	no	1	2	2	2	2	1	5	23
113_C4	C4	113	22493864	9.88363	4071824	no	1	2	2	2	2	1	5	23
113_C7	C7	113	21408476	10.7191	2114698	no	1	2	2	2	2	1	5	23
113_C8	C8	113	24005600	11.1577	4157167	no	1	2	2	2	2	1	5	23
113_D10	D10	113	22124358	8.72166	3459580	no	1	2	2	2	2	1	5	23
113_D2	D2	113	18528888	8.06939	2350928	no	1	2	2	2	2	1	5	23
113_D4	D4	113	19625012	9.49028	3075903	no	1	2	2	2	2	1	5	23
113_D6	D6	113	15288432	5.108	3793180	no	1	2	2	2	2	1	5	23
113_D7	D7	113	24636610	10.5002	7271975	no	1	2	2	2	2	1	5	23
113_D9	D9	113	24475900	11.3556	4073316	no	1	2	2	2	2	1	5	23
113_E10	E10	113	13505660	4.17122	7598323	no	1	2	2	2	2	1	5	23
113_E4	E4	113	16932704	7.34785	4658916	no	1	2	2	2	2	1	5	23
113_E6	E6	113	21677686	10.3744	6320011	no	1	2	2	2	2	1	5	23
