id	well	plate	total_reads	coverage	genecounts	RNAreseq	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch
91_H8	H8	91	12964180	2.40562	6562484	no	1	1	1	1	1	2	4	22
91_H9	H9	91	13888714	2.71011	3351834	no	1	1	1	1	1	2	4	22
95_A2	A2	95	23819106	5.17321	3397957	no	2	1	1	1	1	2	4	22
95_A8	A8	95	21269314	4.45323	4248625	no	2	1	1	1	1	2	4	22
95_C1	C1	95	18233618	4.985	3040444	no	2	1	1	1	1	2	4	22
95_A12	A12	95	13864442	2.65401	2261539	yes	2	1	4	1	1	2	4	22
95_A1	A1	95	20270230	4.64209	1975816	no	2	1	1	1	1	2	4	22
95_A6	A6	95	22406204	4.45925	1757275	no	2	1	1	1	1	2	4	22
95_B10	B10	95	12113686	3.00487	3440705	no	2	1	1	1	1	2	4	22
95_B11	B11	95	16583372	1.54358	2101160	no	2	1	1	1	1	2	4	22
95_B2	B2	95	2008002	0.472104	1653477	no	2	1	1	1	1	2	4	22
95_B3	B3	95	1223092	0.294143	3450384	no	2	1	1	1	1	2	4	22
95_B4	B4	95	1215978	0.307722	9351526	no	2	1	1	1	1	2	4	22
95_B5	B5	95	1553276	0.365308	5227714	no	2	1	1	1	1	2	4	22
95_B6	B6	95	1348720	0.263016	2120779	no	2	1	1	1	1	2	4	22
95_B8	B8	95	56917698	13.6243	3620771	no	2	1	1	1	1	2	4	22
95_B9	B9	95	1227070	0.208947	4773534	no	2	1	1	1	1	2	4	22
95_C10	C10	95	1559416	0.390178	625413	no	2	1	1	1	1	2	4	22
95_C4	C4	95	3834600	0.787139	7566199	no	2	1	1	1	1	2	4	22
95_C5	C5	95	1408002	0.335758	1426639	no	2	1	1	1	1	2	4	22
95_C6	C6	95	1165014	0.197281	864486	no	2	1	1	1	1	2	4	22
95_C7	C7	95	1820528	0.338635	2723586	no	2	1	1	1	1	2	4	22
95_C8	C8	95	1000144	0.161594	3289479	no	2	1	1	1	1	2	4	22
95_C9	C9	95	19185664	4.69596	4130568	no	2	1	1	1	1	2	4	22
95_D11	D11	95	5565030	0.870002	1482345	no	2	1	1	1	1	2	4	22
95_D12	D12	95	8925278	1.05723	2835415	no	2	1	1	1	1	2	4	22
95_D1	D1	95	6592442	1.47446	2564551	no	2	1	1	1	1	2	4	22
95_D4	D4	95	4014428	0.637348	1644668	no	2	1	1	1	1	2	4	22
95_D5	D5	95	2705792	0.552317	10820900	no	2	1	1	1	1	2	4	22
95_D8	D8	95	1612498	0.309473	3310623	no	2	1	1	1	1	2	4	22
95_D9	D9	95	1845188	0.21809	2450434	no	2	1	1	1	1	2	4	22
95_E10	E10	95	10671688	2.00397	7770209	no	2	1	1	1	1	2	4	22
95_E11	E11	95	14375916	1.44951	2048552	no	2	1	1	1	1	2	4	22
95_E1	E1	95	10649692	2.67379	2964667	no	2	1	1	1	1	2	4	22
95_E3	E3	95	5035936	0.70583	1120891	no	2	1	1	1	1	2	4	22
95_E4	E4	95	1374300	0.345277	7573417	no	2	1	1	1	1	2	4	22
95_E5	E5	95	2201100	0.412967	3794862	no	2	1	1	1	1	2	4	22
95_E7	E7	95	3106908	0.59697	3626815	no	2	1	1	1	1	2	4	22
95_F10	F10	95	1140930	0.231613	5103349	no	2	1	1	1	1	2	4	22
95_F12	F12	95	1426126	0.313655	2171737	no	2	1	1	1	1	2	4	22
95_F2	F2	95	5098240	0.583469	3302915	no	2	1	1	1	1	2	4	22
95_F3	F3	95	1803142	0.286718	1539313	no	2	1	1	1	1	2	4	22
95_F4	F4	95	2479174	0.460186	5377442	no	2	1	1	1	1	2	4	22
95_F5	F5	95	1446632	0.228839	9375481	no	2	1	1	1	1	2	4	22
95_F8	F8	95	1802968	0.336891	7844591	no	2	1	1	1	1	2	4	22
95_F9	F9	95	5306236	0.677971	2283329	no	2	1	1	1	1	2	4	22
95_G10	G10	95	13942984	3.14458	2263288	no	2	1	1	1	1	2	4	22
95_G12	G12	95	1183008	0.17573	2014435	no	2	1	1	1	1	2	4	22
95_G1	G1	95	15299748	3.74487	7557596	no	2	1	1	1	1	2	4	22
95_G3	G3	95	1303026	0.257554	2777123	no	2	1	1	1	1	2	4	22
95_G4	G4	95	1133446	0.253103	1664301	no	2	1	1	1	1	2	4	22
95_G6	G6	95	1517520	0.227671	1772313	no	2	1	1	1	1	2	4	22
95_G7	G7	95	123338116	16.3096	4663975	no	2	1	1	1	1	2	4	22
95_G8	G8	95	15761440	3.29013	2188357	no	2	1	1	1	1	2	4	22
95_G9	G9	95	4581660	0.806335	921919	no	2	1	1	1	1	2	4	22
95_H1	H1	95	6823830	1.67795	1371589	no	2	1	1	1	1	2	4	22
95_H3	H3	95	22447032	4.42168	2694409	no	2	1	1	1	1	2	4	22
95_H7	H7	95	13663518	1.56609	1951312	no	2	1	1	1	1	2	4	22
95_H8	H8	95	7485368	1.02784	1690018	no	2	1	1	1	1	2	4	22
95_H9	H9	95	12637414	1.99175	1545834	no	2	1	1	1	1	2	4	22
98_A10	A10	98	15325350	4.76425	2652144	no	2	1	1	1	1	2	2	22
98_A11	A11	98	12250094	4.02323	3276744	no	2	1	1	1	1	2	2	22
98_A5	A5	98	20034312	5.51318	10039305	no	2	1	1	1	1	2	2	22
98_B5	B5	98	13378854	4.25682	8044564	no	2	1	1	1	1	2	2	22
98_B6	B6	98	14196142	4.70414	5130707	no	2	1	1	1	1	2	2	22
98_B8	B8	98	17574046	5.22898	2171485	no	2	1	1	1	1	2	2	22
98_C4	C4	98	15982682	4.59687	10391037	no	2	1	1	1	1	2	2	22
98_C8	C8	98	15988758	5.19283	2966138	no	2	1	1	1	1	2	2	22
98_D5	D5	98	15369900	5.07684	10249669	no	2	1	1	1	1	2	2	22
98_D7	D7	98	16440980	5.08184	7671504	no	2	1	1	1	1	2	2	22
98_D8	D8	98	15456168	5.48295	5196139	no	2	1	1	1	1	2	2	22
98_D9	D9	98	19725560	6.05435	4242322	no	2	1	1	1	1	2	2	22
98_E10	E10	98	15995334	4.71915	9057114	no	2	1	1	1	1	2	2	22
98_E5	E5	98	16048770	4.94063	9945498	no	2	1	1	1	1	2	2	22
98_E6	E6	98	14373336	4.98831	1175589	no	2	1	1	1	1	2	2	22
98_E7	E7	98	16744528	5.22934	1810494	no	2	1	1	1	1	2	2	22
98_F10	F10	98	13959228	4.70438	6352289	no	2	1	1	1	1	2	2	22
98_F7	F7	98	14479460	4.96673	1374819	no	2	1	1	1	1	2	2	22
98_F8	F8	98	13719336	4.54139	7021392	no	2	1	1	1	1	2	2	22
98_G10	G10	98	16319550	4.57877	2865513	no	2	1	1	1	1	2	2	22
98_G11	G11	98	17293658	5.31001	909127	no	2	1	1	1	1	2	2	22
98_G4	G4	98	16921820	4.94406	4734566	no	2	1	1	1	1	2	2	22
98_G7	G7	98	13618952	4.1268	3940261	no	2	1	1	1	1	2	2	22
98_H10	H10	98	15262428	4.04526	1637499	yes	2	1	4	1	1	2	2	22
98_H7	H7	98	23900174	4.5692	3661287	no	2	1	1	1	1	2	2	22
98_H8	H8	98	15097134	4.74406	5240557	no	2	1	1	1	1	2	2	22
98_A12	A12	98	41365198	4.34504	2248109	no	2	1	1	1	1	2	2	22
98_A6	A6	98	17315786	4.20681	1674577	no	2	1	1	1	1	2	2	22
98_A8	A8	98	17684086	0.978558	2028571	no	2	1	1	1	1	2	2	22
98_B7	B7	98	45978206	3.80126	5173771	no	2	1	1	1	1	2	2	22
98_B9	B9	98	51491438	6.06233	2903070	no	2	1	1	1	1	2	2	22
98_C10	C10	98	10611534	3.24054	1220795	no	2	1	1	1	1	2	2	22
98_C12	C12	98	18064450	1.47212	2056295	no	2	1	1	1	1	2	2	22
98_C5	C5	98	15293774	4.0496	3036640	no	2	1	1	1	1	2	2	22
98_C9	C9	98	43125184	4.40567	3991786	no	2	1	1	1	1	2	2	22
98_D10	D10	98	54384758	4.96626	1664129	no	2	1	1	1	1	2	2	22
98_D12	D12	98	15892044	4.79897	3818438	no	2	1	1	1	1	2	2	22
98_D4	D4	98	64027896	6.18933	4394233	no	2	1	1	1	1	2	2	22
98_E11	E11	98	14852110	4.69657	4905650	no	2	1	1	1	1	2	2	22
98_E12	E12	98	72610320	6.11452	2991101	no	2	1	1	1	1	2	2	22
98_E4	E4	98	12470908	2.83655	12185038	no	2	1	1	1	1	2	2	22
98_E8	E8	98	60425358	4.98946	10331666	no	2	1	1	1	1	2	2	22
98_E9	E9	98	11472380	4.17107	5512291	no	2	1	1	1	1	2	2	22
98_F11	F11	98	19917858	2.86245	1404392	no	2	1	1	1	1	2	2	22
98_F12	F12	98	35882246	4.31604	3709259	no	2	1	1	1	1	2	2	22
98_F4	F4	98	10136108	3.77171	6375429	no	2	1	1	1	1	2	2	22
98_F5	F5	98	11066618	3.88515	9665159	no	2	1	1	1	1	2	2	22
98_F6	F6	98	13417176	0.716572	2635025	no	2	1	1	1	1	2	2	22
98_F9	F9	98	14110690	4.1981	2499024	no	2	1	1	1	1	2	2	22
98_G12	G12	98	13455696	2.90172	3339301	no	2	1	1	1	1	2	2	22
98_G5	G5	98	10086582	1.74856	2061044	yes	2	1	4	1	1	2	2	22
98_G6	G6	98	14943220	3.99957	1624920	no	2	1	1	1	1	2	2	22
98_G8	G8	98	54491994	4.8425	6790735	no	2	1	1	1	1	2	2	22
98_H11	H11	98	10153102	2.0614	1686699	no	2	1	1	1	1	2	2	22
98_H12	H12	98	53863780	5.20512	900767	no	2	1	1	1	1	2	2	22
98_H4	H4	98	17413406	3.71321	1209014	no	2	1	1	1	1	2	2	22
98_H5	H5	98	11553146	3.31887	1531140	no	2	1	1	1	1	2	2	22
98_H6	H6	98	8096890	0.804874	1291859	yes	2	1	4	1	1	2	2	22
